,commenter,comments,publishedAt,totalReplyCount
1781,Cecilia Pérez,Yo bendije este tema desde que lo escuché. Que sea #1 que te lo mereces rubia. Tkm,2023-10-19T00:37:57Z,0
1782,Caroline Brown,this is amazing,2023-10-19T00:37:54Z,0
1783,morgan theis,She is such a queen I luv her so much ❤❤❤,2023-10-19T00:37:53Z,0
1784,Jéssica Muller,YESSSSS,2023-10-19T00:37:53Z,0
1785,Lisa Martin,🩷🩷🩷,2023-10-19T00:37:50Z,0
1786,Jazmín Orellana,NOSTALGIC 😭😭,2023-10-19T00:37:50Z,0
1787,♡•Swiftie•♡,BEAUTIFUL 💕,2023-10-19T00:37:49Z,0
1788,Brenda13,El mv de cruel summer nos esta respirando en la nuca Marce🥹,2023-10-19T00:37:49Z,0
1789,frozenheart999,Taylor’s the best! 🫶🏻,2023-10-19T00:37:46Z,0
1790,meliodys ⸆⸉,the cover art is so pretty,2023-10-19T00:37:44Z,0
1791,kayla,this is amazing,2023-10-19T00:37:43Z,0
1792,Estefany Estrada,You’re de 1 🤩🫶🏻,2023-10-19T00:37:43Z,0
1793,jhswiftts,te amooo taylor,2023-10-19T00:37:42Z,0
1794,Pedro Henrique Mafra,Cruuueeeellll summmerrrrrrrrr ❤,2023-10-19T00:37:42Z,0
1795,~𝕆𝕓𝕩'𝕤 𝕘𝕣𝕒𝕟𝕘𝕖𝕣_𝕥𝕙𝕚𝕟𝕘𝕤13~,AWWW OMG,2023-10-19T00:37:41Z,0
1796,miranha 🕷️,OMGGGGG 🩵,2023-10-19T00:37:41Z,0
1797,Paycee,AHH A CRUELL SUMMER MUSIC VID??,2023-10-19T00:37:41Z,0
1798,Sara,SWIFTIES WE MUST GET CRUEL SUMMER TO NUMBER ONE 🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷,2023-10-19T00:37:40Z,0
1799,SUN,remix de rave,2023-10-19T00:37:40Z,0
1800,Evelyn belinsky,Huh?,2023-10-19T00:37:39Z,0
1801,rissa,ate,2023-10-19T00:37:38Z,0
1802,lejandro,A mãe realmente quer esse número 1 pra conta🎉,2023-10-19T00:37:37Z,0
1803,EditingKat,OMG THIS ATE,2023-10-19T00:37:36Z,0
1804,kayla,woah,2023-10-19T00:37:35Z,0
1805,Prashik 2703,Um tf just dropped?,2023-10-19T00:37:36Z,0
1806,taylore eilish,WAIT WHATS HAPPENING,2023-10-19T00:37:34Z,0
1807,Eernest,People are going to use this for short,2023-10-19T00:37:34Z,1
1808,FallingStar,We need a music video queen🎉,2023-10-19T00:37:34Z,0
1809,Um Universitário,CRUEL SUMMER IS COMING #1 IN HOT 100 !!!,2023-10-19T00:42:20Z,0
1810,Estefany Estrada,Love it ❤❤❤❤,2023-10-19T00:37:29Z,0
1811,Gissel Chui Paniagua,I LOVE IT ❤,2023-10-19T00:37:28Z,0
1812,Fernanda Herrera,Kheeee,2023-10-19T00:37:27Z,0
1813,Y3r.dr3min,Esta de la lover remix,2023-10-19T00:37:27Z,0
1814,lucas 🏹,MDSSS AMEII,2023-10-19T00:37:26Z,0
1815,NonyBus,WHO ELSE LOVES TAYLOR SWIFT?,2023-10-19T00:37:25Z,0
1816,Fairy Farts,"Wow I love it but 

Reputation (Taylor's version)
👇",2023-10-19T00:37:25Z,0
1817,savannah,love it!!!,2023-10-19T00:37:24Z,0
1818,Chloe Williamson,Stream cruel summer!!!!!,2023-10-19T00:37:24Z,0
1819,simplymatt13,og cruel summer & lover stans we will ALWAYS WIN.,2023-10-19T00:37:24Z,0
1820,Justine Rauch,what is going onnn,2023-10-19T00:37:20Z,0
1821,Genie,i can’t wait for the music video broooo😊,2023-10-19T00:37:19Z,0
1822,Hippi Girl,Hi Taylor 👋,2023-10-19T00:37:18Z,0
1823,Valentina Supzeszyn,nos vemos en 23 dias❤❤❤❤❤,2023-10-19T00:37:18Z,0
1824,Carl Jewel Taas,YOU OWE US A MUSIC VIDEO 💘,2023-10-19T00:37:17Z,0
1825,María Daniela Molina,Its a cruel summer ❤,2023-10-19T00:37:17Z,0
1826,Easy Cheesy,This is wild,2023-10-19T00:37:16Z,0
1827,InukPenguin,Cruel Summer deserves more remix love it!,2023-10-19T00:37:14Z,0
1828,Nicole Myers,I love it your my favorite artist ever and I really want to go to your show but I can’t sadly,2023-10-19T00:37:13Z,0
1829,Emelia Munster,honestly it’s a bop hahaha,2023-10-19T00:37:13Z,0
1830,Melissa Lee,What a perfect remix for the lazy morning to walk faster to the mrt 😌,2023-10-19T00:37:12Z,0
1831,lucas 🏹,PASSADOOOO,2023-10-19T00:37:12Z,0
1832,Chloe Williamson,this remix is so fun 🩵,2023-10-19T00:37:10Z,0
1833,Daniel Gutiérrez,The beat at the beginning 💫,2023-10-19T00:37:10Z,0
1834,Manuelly,justiça sendo feito por cruel summer,2023-10-19T00:37:09Z,0
1835,Andi So,😈😈😈😈😈🔥🔥🔥🔥🔥,2023-10-19T00:37:07Z,0
1836,Matthew Roberts,Thank you Taylor 🩷,2023-10-19T00:37:07Z,0
1837,Sky !! 🫣🫣,LOVE ITTT 💗💗 KEEP IT UPP!!,2023-10-19T00:37:06Z,0
1838,swiftie_me,AHHHHHHHHHHHHHHHHHHHHHHHH,2023-10-19T00:37:06Z,0
1839,Valentina Supzeszyn,❤❤❤❤❤,2023-10-19T00:37:05Z,0
1840,Viona Serrano,u finally want that number one,2023-10-19T00:37:04Z,0
1841,Chaeyoung gf,"Taylor Alisson Swift, nunca más vuelvas a dejar que hagan remix de tus canciones.",2023-10-19T00:37:04Z,0
1842,audreyloves_tswift,omg love you mother!,2023-10-19T00:37:03Z,0
1843,Tiffany Yramaz,QUEE,2023-10-19T00:37:03Z,0
1844,Stefan Krstev,Lover (Taylor's Version)? 💕,2023-10-19T00:37:02Z,0
1845,KingKaio,Cruel Summer #1 FINALLY!!,2023-10-19T00:37:02Z,0
1846,Sam,LOVED IT❤❤❤,2023-10-19T00:37:01Z,0
1847,⇢ StrawberryFoxYT ⇠,OOHH OKK I LOVE THIS ❤❤❤,2023-10-19T00:36:59Z,0
1848,Frank Leonardo Ayala,💖💖💖💖💖💖💖,2023-10-19T00:36:59Z,0
1849,Pedro Cavalcanti,"FALTA O CLIPE AGORA!!!
Cruel Summer deserves a music video 😭🙏🏻",2023-10-19T00:36:56Z,8
1850,Mahmoud Al Khafaji,🤍😂🤍🤍😂🤍,2023-10-19T00:36:55Z,0
1851,Jonah’sGenesis,She’s speaking so fast 😭,2023-10-19T00:36:53Z,0
1852,Mariie,AMEIIIII 🇧🇷🇧🇷🇧🇷🇧🇷,2023-10-19T00:36:53Z,0
1853,iheartswift,o remix de milhões,2023-10-19T00:36:52Z,0
1854,StellaLouise,Ey remix yoo!,2023-10-19T00:36:52Z,0
1855,Aarya Bhatia,OBSESSED 💞💞💞💞 love you taylor,2023-10-19T00:36:51Z,0
1856,Connor,OH! she wants that #1,2023-10-19T00:36:49Z,0
1857,Ohma tokita,🤩,2023-10-19T00:36:49Z,0
1858,Gracie,"It’s crazy she is so talented, and has the time for this ON TOP of the eras tour!💯😳",2023-10-19T00:36:48Z,1
1859,dianitaa(Taylor’s version),"Love you taylorrr!!!! I’m from Venezuela but I’m live in Atlanta❤️‍🩹, I hope you come again🫶🏻🇻🇪",2023-10-19T00:36:48Z,0
1860,Just Music,And it's new,2023-10-19T00:36:47Z,0
1861,Ocean,Hii,2023-10-19T00:36:46Z,0
1862,Milena,"LOVE U TAY, TE AMO TAYLORRRRRRR ❤",2023-10-19T00:36:45Z,0
1863,Cb Cb,First🎉,2023-10-19T00:36:45Z,0
1864,Bianca Diaz,KHEEEE,2023-10-19T00:36:44Z,0
1865,Mel Red,♥️🌞,2023-10-19T00:36:40Z,0
1866,Reese Cribb,Can we appreciate how much Tay Tay does for us like I can’t even imagine what life would be without her,2023-10-19T00:36:39Z,0
1867,Juliana Galarza,🇦🇷🇦🇷🇦🇷,2023-10-19T00:36:39Z,0
1868,Sophia Dunmire,um cover is everything girl ate this up.,2023-10-19T00:36:38Z,0
1869,Leslie López,"Honey just say it, it's your next single",2023-10-19T00:36:38Z,0
1870,Sierra Ellison,Yes whale!! 🐳 🐋,2023-10-19T00:36:35Z,0
1871,gracie!!🩷,TAYLORRRRR I LOVE UUU,2023-10-19T00:36:34Z,0
1872,meliodys ⸆⸉,wait it’s giving,2023-10-19T00:36:34Z,0
1873,Danika,SUCH A VIBE,2023-10-19T00:36:34Z,0
1874,StellaLouise,OMG!,2023-10-19T00:36:34Z,0
1875,Fabrizio Gutierrez,"I love you taylor,you are the best thing on the world ❤❤❤❤❤❤❤❤❤❤❤❤❤",2023-10-19T00:36:34Z,0
1876,Verb,Very pretty picture I love it!,2023-10-19T00:36:32Z,0
1877,ClassicChar,"Team cruel summer for ever ❤
👇",2023-10-19T00:36:32Z,0
1878,Maggie Mirmiran,I LOVE YOU TAYLOR! YOUR AN INSPIRATION TO ALL! :),2023-10-19T00:36:32Z,0
1879,Lisamarie Rich,This is a slay like everything else taylor does,2023-10-19T00:36:32Z,0
1880, -ˋˏ ⭑ sydstropicx ◡̈,EARLY TAY LORR,2023-10-19T00:36:32Z,0
1881,Emily Weiter,LOVE!!! 🫶🏻🫶🏻🫶🏻,2023-10-19T00:36:31Z,0
1882,Get...Into...A...Car...Crash:),I LOVE YOU TAYLOR.,2023-10-19T00:36:31Z,0
1883,Alicecya,Love this ❤❤❤❤❤,2023-10-19T00:36:28Z,0
1884,Miles,Omg slay love the pic and background to😭❤️‍🩹❤️‍🔥🫶😁,2023-10-19T00:36:28Z,0
1885,JmTaylorVersion,Slay,2023-10-19T00:36:28Z,0
1886,Lara Alcaraz,whattt ILOVETHIS,2023-10-19T00:36:28Z,0
1887,Mister Sebas,LOVE LOVE LOVEEE THIS VERSION OF CRUEL SUMMER. TAYLOR NEVER FAILS TO IMPRESS,2023-10-19T00:36:27Z,0
1888,Erica,LETS GET IT TO #1,2023-10-19T00:36:27Z,0
1889,Ester Emanuelly De Andrade Moraes,ARRASOUUU,2023-10-19T00:36:27Z,0
1890,Lady Ruth Mactal,Taylor,2023-10-19T00:36:27Z,0
1891,Eugene,Get that #1 TAYLOR 😂❤,2023-10-19T00:36:26Z,0
1892,M Laureano,Alguém sabe me dizer se esses remix passam pela aprovação da Taylor ? Não tem condições isso,2023-10-19T00:36:24Z,0
1893,Vivian Cristina,ESSE #1 É TEU,2023-10-19T00:36:23Z,0
1894,sweetbeells,TE AMO TAYLOR,2023-10-19T00:36:23Z,0
1895,Chloe Williamson,WE LOVE YOU TAYLOR 🫶🏽🫶🏽,2023-10-19T00:36:22Z,0
1896,geo 🫶🏻,TAYLOR MINHA DIVA,2023-10-19T00:36:22Z,2
1897,Daniela Pizarro,❤❤❤❤❤,2023-10-19T00:36:22Z,0
1898,Oriana Guelardi,Love you taytay ❤,2023-10-19T00:36:21Z,0
1899,betty,girl?,2023-10-19T00:36:18Z,0
1900,Ahmet Dincel,loveudml,2023-10-19T00:36:18Z,1
1901,Sameer Ally,Mother I love you so much!❤,2023-10-19T00:36:16Z,0
1902,HUMIDITYHAIR,"Pretty! Oh, I like the background, too....",2023-10-19T00:36:15Z,0
1903,Vitória Silva,Agora cruel summer pega o #1 na hot 100,2023-10-19T00:36:13Z,0
1904,geo 🫶🏻,AMO DEMAIS,2023-10-19T00:36:11Z,0
1905,Coloryourdreams0,Love this,2023-10-19T00:36:10Z,0
1906,Luismi Arias,Vamos a por ese #1 💪,2023-10-19T00:36:09Z,0
1907,Vitor Araújo,WE NEED THE MV!!!,2023-10-19T00:36:09Z,0
1908,Lorenzo Hardin,ALSO CAN WE JUST APPRECIATE THE PHOTO,2023-10-19T00:36:07Z,0
1909,מיכאלה סתוי טויונגה,YESSSS,2023-10-19T00:36:07Z,0
1910,Jessica Castillo,❤,2023-10-19T00:36:07Z,0
1911,Stefan Krstev,OoOoOoOo its aaa krooool summaaaa,2023-10-19T00:36:22Z,0
1912,Rahmat Review,OHH YOU GETTING THAT NO.1 BBH100 FOR SURE NOW 😭🫶🏻,2023-10-19T00:36:05Z,0
1913,Evan Swift,OH DRAKE U ARE OVER!,2023-10-19T00:36:02Z,0
1914,Preppy 🌸💅,I really like it I like how it is fast and the same but different from the original,2023-10-19T00:36:01Z,0
1915,Victor Vfoc,🚨 BUY AND STREAM CRUEL SUMMER 💗,2023-10-19T00:35:59Z,0
1916,•Ella•,I LOVE IT TAYLOR! 💗,2023-10-19T00:35:59Z,0
1917,HarperEq #swiftienotstalker,Omggg my new alarmmm 💖💖💖💖💖💖🩵🩵🩵🩵🩵🩵✨✨✨✨✨✨,2023-10-19T00:35:59Z,0
1918,Letícia Fernandes Silva,I Love it,2023-10-19T00:35:58Z,0
1919,Keyla Quintero,❤❤❤❤❤❤❤❤❤❤,2023-10-19T00:35:57Z,0
1920,Luismi Arias,Vamos a por ese #1 💪,2023-10-19T00:35:57Z,0
1921,Ángel Hibran,💜💜💜💜🤍🩷,2023-10-19T00:35:56Z,0
1922,A dose of positivity ☀️,Ahhhhhhhh!!!!!!!❤❤❤😅😅😅😊😊😊😂😂🎉🎉,2023-10-19T00:35:55Z,0
1923,Vitor Araújo,ESSE #1 É SEU TAYLOR!!!,2023-10-19T00:35:55Z,0
1924,Lanay,💜,2023-10-19T00:35:55Z,0
1925,aubrey taylor’s version,i literally only like taylor’s remixes 🫣,2023-10-19T00:35:52Z,0
1926,Valeria González,te amo,2023-10-19T00:35:51Z,0
1927,martinita,te amo mi amor,2023-10-19T00:35:51Z,0
1928,♊️nora♊️,love you taylorrr🩵🩵🩵,2023-10-19T00:35:51Z,0
1929,ciborgirl,Ngm pediu remix,2023-10-19T00:35:50Z,0
1930,Brooke,WHAT?,2023-10-19T00:35:49Z,0
1931,NeonLovesYou,STREAM CRUEL SUMMER,2023-10-19T00:35:49Z,0
1932,Lorenzo Hardin,OMG I CANT BELIEVE SHE IS STILL MAKING REMIXES OF A SONG THAT CAME OUT IN 2019 I LOVE,2023-10-19T00:35:49Z,0
1933,filmedbyanya,LOVE THISSS TAY TAYYY,2023-10-19T00:35:48Z,0
1934,Ariamurillo,I Love it so much my new favorite song 😊,2023-10-19T00:35:47Z,0
1935,Maria Borrero,mother I love u but what is this 💀,2023-10-19T00:35:47Z,0
1936,Hailey Phillips,"Forget song of the summer, istg this is my all year song 💀",2023-10-19T00:35:44Z,0
1937,• Chan kun,Taylor asmeiiiiii ❤,2023-10-19T00:35:44Z,0
1938,Avani Rajan,I love this song,2023-10-19T00:35:43Z,0
1939,Alyssa Coulombe,NEVER CLICKED ON A VIDEO SO FAST IN MY INTIRE LIFE,2023-10-19T00:35:42Z,0
1940,Reese Cribb,SLAYYYY,2023-10-19T00:35:42Z,0
1941,(Taylor's version),Slayyyyy❗,2023-10-19T00:35:40Z,0
1942,Rafa,Amo,2023-10-19T00:35:40Z,0
1943,BIANCA,♡♡♡,2023-10-19T00:35:38Z,0
1944,emma,EARLY!!❤,2023-10-19T00:35:37Z,0
1945,Stephs,TAYLOR I LOVE YOU BUT THIS IS HORRIBLE LMFAOOO,2023-10-19T00:35:36Z,0
1946,K A,She's coming for that #1 on bb100,2023-10-19T00:35:35Z,0
1947,justuraverageswiftie,WOAH GUYS,2023-10-19T00:35:35Z,0
1948,kaylee,"*TAYLOR SWIFT LOVER???!?!??*
👇",2023-10-19T00:35:34Z,0
1949,Leslie López,"Omg so yes, it's a single",2023-10-19T00:35:34Z,0
1950,HowlMoon Gaming,YESSSSSSS,2023-10-19T00:35:34Z,0
1951,Max Rom,❤❤❤,2023-10-19T00:35:32Z,0
1952,᯽ 𝙻𝚊𝚍𝚢𝚗𝚘𝚒𝚛𝚣𝚣 ᯽ inactive,Taylor is that girl like grahh 😭😭,2023-10-19T00:35:31Z,0
1953,Kimia “Taylors Version”,Omg one of the first ones!!,2023-10-19T00:35:30Z,0
1954,Melvin,EVERYONE MOVE TAYLOR FINALLY MOVED FOR CRUEL SUMMER TO BE #1 ON BILLBOARD HOT 100,2023-10-19T00:35:30Z,0
1955,Juan G Maldonado C.,Omgggggg,2023-10-19T00:35:29Z,0
1956,Mitch Miller,I love you girl. Have all your cds and dvds ❤❤❤,2023-10-19T00:35:29Z,0
1957,Kazi Oishi,Oh no not the super fast >>>>>>>,2023-10-19T00:35:29Z,0
1958,Hlaing Myo Aung,❤❤❤❤,2023-10-19T00:35:29Z,0
1959,Dioger Leonett,"She really wants that N° 1 spot so Bad, i love the song we need MV💗",2023-10-19T00:35:29Z,0
1960,Swiftie,Guys what is your favorite song from Lover?,2023-10-19T00:35:27Z,0
1961,dianitaa(Taylor’s version),I love ittttttt😻😻😻😻😻,2023-10-19T00:35:27Z,0
1962,xAshleyHeartx,9 more days until 1989 tv swiftieeesss!!!!,2023-10-19T00:35:26Z,0
1963,filmedbyanya,"Who else loves Taylor??
👇💓",2023-10-19T00:35:26Z,0
1964,Valeria Orozco,LOL,2023-10-19T00:35:26Z,0
1965,Haley V,UMM HELLO MS SWIFT🫶🏻🫶🏻🫶🏻,2023-10-19T00:35:24Z,0
1966,august,TAYLOR TE AMO,2023-10-19T00:35:24Z,0
1967,- 🍂 Sophy,"LOVING THIS, LOVE YOU TAYLOR💗!",2023-10-19T00:35:24Z,0
1968,BoyGM,TE AMAMOS REINA,2023-10-19T00:35:23Z,0
1969,Tara Allen,I Love It❤❤,2023-10-19T00:35:23Z,0
1970,Rapha ,É impressionante como tudo que é dessa mulher fica perfeito,2023-10-19T00:35:23Z,1
1971,ThisisnotMolly,Yas slay,2023-10-19T00:35:20Z,0
1972,ally (tv) ,0:34 it’s zooming fast lol,2023-10-19T00:35:20Z,0
1973,NancyLev Ele,"Yes, mother 💗",2023-10-19T00:35:19Z,0
1974,EmmalebethSwifty13,THIS IS THE BEST WE LOVE YOU TAYLOR ❤❤❤😘😘😘,2023-10-19T00:35:19Z,0
1975,Danielle Hodgson,I love this ❤❤,2023-10-19T00:35:18Z,0
1976,Ivara Elle,LIVE LAUGH LOVE SWIFTIE,2023-10-19T00:35:18Z,0
1977,Kyohei Ablaza,LET'S GIVE TAYLOR SWIFT OUR FULL SUPPORT!!,2023-10-19T00:35:17Z,0
1978,Jazhielito Muñoz,"Taylor se sacó un nuevo remix de la cola, me encanta 😍",2023-10-19T00:35:16Z,0
1979,Arthur reis,Its só perfect,2023-10-19T00:35:15Z,0
1980,Mommy Lorz Official,❤,2023-10-19T00:35:13Z,0
1981,Sandra Beatriz,TE AMO TAYLOR,2023-10-19T00:35:13Z,0
1982,Keren Acsa,❤,2023-10-19T00:35:13Z,0
1983,dianitaa(Taylor’s version),TE AMO TAYLORRRRR SALUDOS DESDE ATLANTA❤️‍🩹🇻🇪,2023-10-19T00:35:12Z,0
1984,Diane Zaragoza,❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥,2023-10-19T00:35:12Z,0
1985,nss,I LOVE YOU TAYLOR💗,2023-10-19T00:35:11Z,0
1986,lol,I LOVE THIS!! NOW WE JUST NEED A MUSIC VIDEO!,2023-10-19T00:35:11Z,0
1987,Junior Molao,Vemmm top 1,2023-10-19T00:35:10Z,0
1988,Vicky and Nala,Love it! ✨,2023-10-19T00:35:09Z,0
1989,Macey McKeown,LOVE ITTTT,2023-10-19T00:35:08Z,0
1990,Frankiefart5,W,2023-10-19T00:35:07Z,0
1991,AlyssaHEY,Cruel summer the slaylor remix,2023-10-19T00:35:07Z,0
1992,Richard Valmoria,best remix of her career wbk,2023-10-19T00:35:07Z,0
1993,N4trisha,THIS SONG FRRRR MATCHES MY ENERGY,2023-10-19T00:35:07Z,0
1994,littlefairy ,Omg I love it,2023-10-19T00:35:06Z,0
1995,Vitor Araújo,FINALLY SOMETHING!!!,2023-10-19T00:35:20Z,0
1996,Felipe Pinna,WAITING FOR YOU NEXT MONTH IN BRAZIL ❤,2023-10-19T00:35:06Z,0
1997,BxrryBloom,ONE OF THE FIRSTTTT!!!!,2023-10-19T00:35:04Z,0
1998,BB,YES TAYLORRRRR 💜💜💜💜🩵🩵🩵🩵,2023-10-19T00:35:03Z,0
1999,Keira,I love You ❤,2023-10-19T00:35:03Z,0
2000,Ángel Ramírez,ILY Tayloooor 💖💖💖💖💖,2023-10-19T00:35:02Z,0
2001,Juan Jesus Gomez Vasquez,🫠🫠🫠🫶🏼,2023-10-19T00:35:00Z,0
2002,Patrick Joshua Montes,Wow taray nasa Tagaytay si Taylor. HAHAHA,2023-10-19T00:35:00Z,0
2003,zoe f,OKAYYYYY?,2023-10-19T00:34:58Z,0
2004,Blanca López,❤with YOUUU😋,2023-10-19T00:34:58Z,0
2005,Carlos Daniel,❤,2023-10-19T00:34:58Z,0
2006,Froggie,I CANT WAIT FOR 1989 TV,2023-10-19T00:34:57Z,0
2007,Matheus Lacerda,Taylor te amooooo/ Taylor I love you🇧🇷🇧🇷🇧🇷,2023-10-19T00:34:57Z,0
2008,Scarlettslays🍄,"If Taylor swift 


👇",2023-10-19T00:34:56Z,0
2009,Josie Flores,"This is now known as ""Cruel Summer ERAS TOUR Taylor's Version""",2023-10-19T00:34:56Z,0
2010,Lari,THIS IS SO AMAZING,2023-10-19T00:34:56Z,0
2011,AlceuuU'm,❤❤❤,2023-10-19T00:34:55Z,0
2012,Shannon Haynes,Yess!!! But where’s the Music Video!!!,2023-10-19T00:34:55Z,0
2013,Michelle Grondine,oh this is such a vibeeeeee,2023-10-19T00:34:55Z,0
2014,Franciane Salvador,PERFEITA 💘💘💘,2023-10-19T00:34:55Z,0
2015,Julii_2010,TAYLOR THE BEST,2023-10-19T00:34:54Z,0
2016,Lucas Machado,BIG SLAY MOTHER,2023-10-19T00:34:54Z,0
2017,Allie546 Stewart,Omg taylor 😍,2023-10-19T00:34:53Z,0
2018,Del Monto,Taylor you should absolutely work with more djs and deliver a house album you're literally capable of doing it and it would break the internet because you would switch to an absolute new genre like you did with 1989,2023-10-19T00:34:53Z,0
2019,Beth ౨ৎ,I LOVE IT ❤,2023-10-19T00:34:52Z,0
2020,Adriii,I loved Taylor ❤,2023-10-19T00:34:52Z,0
2021,ꨄ𝐉𝐚𝐲𝐥𝐞𝐞ꨄ,I love it!!!!! ❤❤❤❤❤❤,2023-10-19T00:34:51Z,0
2022,AlceuuU'm,❤❤❤,2023-10-19T00:34:51Z,0
2023,Sabrina Araújo,Taytay luv u ❤❤❤❤❤,2023-10-19T00:34:50Z,0
2024,geni_dahyun,Parece remix de feria 😭😭😭 ajsjja te amoo Taylor,2023-10-19T00:34:50Z,0
2025,by.Charvz,ITS CRUEEEEEEL SUMMER,2023-10-19T00:34:49Z,0
2026,galu💗,TE AMO TAYLOR,2023-10-19T00:34:48Z,0
2027,Your.fav.equestrian ,LOVE YOU TAYLOR ur my fav music artist I listen to u everyday,2023-10-19T00:35:09Z,0
2028,AlceuuU'm,❤❤❤,2023-10-19T00:34:46Z,0
2029,Medina Luis Abad,❤❤❤,2023-10-19T00:34:46Z,0
2030,clo azz,TE AMO 🇧🇷🇧🇷🫶🏻🫶🏻 vem novembro,2023-10-19T00:34:46Z,0
2031,Dannah Caye Palces,WHERE'S THE MUSIC VIDEO?????,2023-10-19T00:34:46Z,0
2032,60 Lê 17D3A,Rồi bb hot 100 r đó,2023-10-19T00:34:45Z,0
2033,bl6ckwidcw,i just got me’d,2023-10-19T00:34:44Z,0
2034,Froggie,AHHHH I LOVE IT,2023-10-19T00:34:43Z,0
2035,Maryzcota,Impecável como sempre,2023-10-19T00:34:43Z,0
2036,TheBoybad,And the meringue 🥲 Taylor please make the Vigilant Shit meringue I love you ❤️❤️,2023-10-19T00:34:43Z,0
2037,Sophia,TAYLOR I LOVE YOU IM GOING TO SEE YOUR MOVIE VERY SOON MY FAV ALBUM IS SPEAK NOW,2023-10-19T00:34:43Z,0
2038,Kristeen Scott,YESSSSSS!,2023-10-19T00:34:43Z,0
2039,• ♡ Fatimah ♡ •,STOPP LOOK AT THE PICTURE,2023-10-19T00:34:42Z,0
2040,Julii_2010,I LOVE TAYLOR SO MUCH,2023-10-19T00:34:43Z,0
2041,aJswift_13,Get that number 1 girlll,2023-10-19T00:34:43Z,0
2042,Paulina Danaae Linares Padilla,Ahhhhh I love this,2023-10-19T00:34:42Z,0
2043,Abi Lindo,"Taylor wera t amo, caile a mexico",2023-10-19T00:34:40Z,0
2044,so scarlet,Nope.,2023-10-19T00:34:40Z,0
2045,_cinnamoroll_fanpage_,IVE BEEN A FAN SINCE 2014,2023-10-19T00:34:40Z,0
2046,Reese Cribb,LOVEEEE YOUUU TAY TAY,2023-10-19T00:34:40Z,0
2047,Ellen Gyyy,Bangerrrrrr! Music video pleaseeeeeeeee,2023-10-19T00:34:39Z,0
2048,Eunice G,😍,2023-10-19T00:34:39Z,0
2049,Baddie_baka…😘,Omgggg,2023-10-19T00:34:39Z,0
2050,Skrillysquirre1,THIS WAS SO RANDOM??,2023-10-19T00:34:39Z,0
2051,Krystal,TAYLORRRRRR,2023-10-19T00:34:38Z,0
2052,Sophia Luse,I love this ❤❤❤,2023-10-19T00:34:38Z,0
2053,Kadu Moura,I love you Taylor Swift!!❤,2023-10-19T00:34:37Z,0
2054,Trin,MULHER,2023-10-19T00:34:36Z,0
2055,Simjo Charles Ndjebet,Amazing 🤩🤩🤩🤩🤩🤩🤩🤩💯✨️🔥🔥🔥🔥🔥🔥,2023-10-19T00:34:36Z,0
2056,Lhawrence Canlas,I stopped watching something for this and it's worth it,2023-10-19T00:34:36Z,0
2057,Emmygrace,This is probably the coolest think Taylor has posted yet!!,2023-10-19T00:34:35Z,0
2058,Isa 😁,🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,2023-10-19T00:34:34Z,0
2059,Abby b,LOVE YOUU,2023-10-19T00:34:33Z,0
2060,Lost Wanderer,I love you so much Mother! Your music is what saving me right now! Thank you!,2023-10-19T00:34:33Z,0
2061,Defer Afanador,OMG 🎉,2023-10-19T00:34:33Z,0
2062,ELEANOR🤩,😊 I love this so much!!!!!,2023-10-19T00:34:30Z,0
2063,• ♡ Fatimah ♡ •,7K VIEWS 3 Mins WOWWW,2023-10-19T00:34:30Z,0
2064,aly,que remix é esse mulher,2023-10-19T00:34:30Z,0
2065,evie 💕,LOVEEEE,2023-10-19T00:34:30Z,0
2066,nene,I LOVE THIS SO MUCH YES QUEEN,2023-10-19T00:34:29Z,0
2067,Clara Vieira,isso mulher corre atrás do seu #1 na billboard!,2023-10-19T00:34:29Z,0
2068,Red Domingo,WE WON!,2023-10-19T00:34:29Z,0
2069,jinsulli,Te amo Taylor,2023-10-19T00:34:27Z,0
2070,Julii_2010,ME ENCANTÓ,2023-10-19T00:34:27Z,0
2071,Alexander Olinger,I’m waiting for an actual music video now!!!!,2023-10-19T00:34:27Z,0
2072,Aubrey Denise,I LOVEEEE IM GOING TO THE MOVIE AGAIN TOMORROW,2023-10-19T00:34:26Z,0
2073,Abby b,TAY,2023-10-19T00:34:25Z,0
2074,Felipe Salomão,"Vem aí 30 remixes de Cruel Summer, e eu vou escutar todos pq eu sou ridículo",2023-10-19T00:34:25Z,0
2075,Abhirami N,Love this❤,2023-10-19T00:34:25Z,0
2076,argiel pelayo06,Iloveyouuuuu TAYLORRRRR,2023-10-19T00:34:24Z,0
2077,John Enriquez,you guys!! she's making a move❤,2023-10-19T00:34:23Z,0
2078,Daniel Soto Ruiz,Esta de la llover remix con demasiado karma remix,2023-10-19T00:34:23Z,0
2079,Miss Americana ⸆⸉,Its so catchy mother your voice is so pretty as always,2023-10-19T00:34:21Z,0
2080,SwiftLover_1313,Yay!!,2023-10-19T00:34:21Z,0
2081,TaylorsVersion,I AM DYING WE LOVE U TAYLOR,2023-10-19T00:34:21Z,0
2082,Seokyeomie ♡v♡,OMG 💗 love youu,2023-10-19T00:34:20Z,0
